"Šifra";"Naziv proizvoda";"Brend";"Kategorija";"Aktualna cijena (EUR)";"Redovna cijena (EUR)";"Dostupne veličine";"Boja";"Dostupnost";"Poveznica"
"F01_BLACK_NN";"BIANCOMOLINA KLOMPE S OPRUGOM";"BIANCOMOLINA";"Žensko - Obuća - Anatomska obuća - Klompe";"49,99";"54,99";"37";"crna";"Dostupno";"https://woolf.hr/klompe-s-oprugom-proizvod-5079/"
"F01_HEART_C";"BIANCOMOLINA KLOMPE S OPRUGOM";"BIANCOMOLINA";"Žensko - Obuća - Anatomska obuća - Klompe";"52,99";"59,59";"36";"sareno";"Dostupno";"https://woolf.hr/klompe-s-oprugom-proizvod-6838/"
"F05_FLOWER_CP";"BIANCOMOLINA KLOMPE S OPRUGOM";"BIANCOMOLINA";"Žensko - Obuća - Anatomska obuća - Klompe";"54,99";"62,25";"42";"bijela";"Dostupno";"https://woolf.hr/klompe-s-oprugom-proizvod-6839/"
"F01_RED_C";"BIANCOMOLINA KLOMPE S OPRUGOM";"BIANCOMOLINA";"Žensko - Obuća - Anatomska obuća - Klompe";"44,99";"59,59";"42";"crvena";"Dostupno";"https://woolf.hr/klompe-s-oprugom-proizvod-7100/"
"F05_FLOWER_1C";"BIANCOMOLINA KLOMPE S OPRUGOM";"BIANCOMOLINA";"Žensko - Obuća - Anatomska obuća - Klompe";"54,99";"62,25";"41";"bijela";"Dostupno";"https://woolf.hr/klompe-s-oprugom-proizvod-9774/"
"KOF200_RED";"BIANCOMOLINA KLOMPE S OPRUGOM";"BIANCOMOLINA";"Žensko - Obuća - Anatomska obuća - Klompe";"47,99";"52,99";"36, 41";"crvena";"Dostupno";"https://woolf.hr/klompe-s-oprugom-proizvod-10668/"
"FF01_1_BLACK";"BIANCOMOLINA KLOMPE S OPRUGOM";"BIANCOMOLINA";"Žensko - Obuća - Anatomska obuća - Klompe";"54,99";"62,99";"41";"crna";"Dostupno";"https://woolf.hr/klompe-s-oprugom-proizvod-10828/"
"FF05_P_WHITE";"BIANCOMOLINA KLOMPE S OPRUGOM";"BIANCOMOLINA";"Žensko - Obuća - Anatomska obuća - Klompe";"56,99";"62,25";"42";"bijela";"Dostupno";"https://woolf.hr/klompe-s-oprugom-proizvod-10924/"
"FF01_PERLA";"BIANCOMOLINA KLOMPE S OPRUGOM";"BIANCOMOLINA";"Žensko - Obuća - Anatomska obuća - Klompe";"54,99";"62,99";"42";"srebrna";"Dostupno";"https://woolf.hr/klompe-s-oprugom-proizvod-10926/"
"FF01_HEART";"BIANCOMOLINA KLOMPE S OPRUGOM";"BIANCOMOLINA";"Žensko - Obuća - Anatomska obuća - Klompe";"54,99";"62,99";"36";"sareno";"Dostupno";"https://woolf.hr/klompe-s-oprugom-proizvod-11170/"
"FF01_1TERAKOTA";"BIANCOMOLINA KLOMPE S OPRUGOM";"BIANCOMOLINA";"Žensko - Obuća - Anatomska obuća - Klompe";"54,99";"62,99";"36";"smeda";"Dostupno";"https://woolf.hr/klompe-s-oprugom-proizvod-11206/"
"KOF01_BLACK";"BIANCOMOLINA KLOMPE S OPRUGOM";"BIANCOMOLINA";"Žensko - Obuća - Anatomska obuća - Klompe";"44,99";"54,99";"41";"crna";"Dostupno";"https://woolf.hr/klompe-s-oprugom-proizvod-11408/"
"KOF01_C1_PINK";"BIANCOMOLINA KLOMPE S OPRUGOM";"BIANCOMOLINA";"Žensko - Obuća - Anatomska obuća - Klompe";"44,99";"54,99";"36, 41, 42";"pink";"Dostupno";"https://woolf.hr/klompe-s-oprugom-proizvod-11412/"
"KOF05_FLOWER";"BIANCOMOLINA KLOMPE S OPRUGOM";"BIANCOMOLINA";"Žensko - Obuća - Anatomska obuća - Klompe";"49,99";"54,99";"36";"cvjetna";"Dostupno";"https://woolf.hr/klompe-s-oprugom-proizvod-11413/"
"KOF01_C_WHITE";"BIANCOMOLINA KLOMPE S OPRUGOM";"BIANCOMOLINA";"Žensko - Obuća - Anatomska obuća - Klompe";"49,99";"54,99";"36";"bijela";"Dostupno";"https://woolf.hr/klompe-s-oprugom-proizvod-11417/"
"KOF01_C_RED";"BIANCOMOLINA KLOMPE S OPRUGOM";"BIANCOMOLINA";"Žensko - Obuća - Anatomska obuća - Klompe";"44,99";"54,99";"41";"crvena";"Dostupno";"https://woolf.hr/klompe-s-oprugom-proizvod-11423/"
"KOF01_2_RED";"BIANCOMOLINA KLOMPE S OPRUGOM";"BIANCOMOLINA";"Žensko - Obuća - Anatomska obuća - Klompe";"44,99";"54,99";"36";"crvena";"Dostupno";"https://woolf.hr/klompe-s-oprugom-proizvod-11424/"
"KOF01_NN_RED";"BIANCOMOLINA KLOMPE S OPRUGOM";"BIANCOMOLINA";"Žensko - Obuća - Anatomska obuća - Klompe";"44,99";"54,99";"42";"crvena";"Dostupno";"https://woolf.hr/klompe-s-oprugom-proizvod-11425/"
"KOF01_HEART";"BIANCOMOLINA KLOMPE S OPRUGOM";"BIANCOMOLINA";"Žensko - Obuća - Anatomska obuća - Klompe";"44,99";"54,99";"37";"sareno";"Dostupno";"https://woolf.hr/klompe-s-oprugom-proizvod-11429/"
"KOF05_C_HEART";"BIANCOMOLINA KLOMPE S OPRUGOM";"BIANCOMOLINA";"Žensko - Obuća - Anatomska obuća - Klompe";"44,99";"54,99";"36";"sareno";"Dostupno";"https://woolf.hr/klompe-s-oprugom-proizvod-11432/"
"KOF06_SILVER";"BIANCOMOLINA KLOMPE S OPRUGOM";"BIANCOMOLINA";"Žensko - Obuća - Anatomska obuća - Klompe";"44,99";"54,99";"42";"srebrna";"Dostupno";"https://woolf.hr/klompe-s-oprugom-proizvod-11434/"
"KOF01_FLOWER";"BIANCOMOLINA KLOMPE S OPRUGOM";"BIANCOMOLINA";"Žensko - Obuća - Anatomska obuća - Klompe";"49,99";"54,99";"42";"cvjetna";"Dostupno";"https://woolf.hr/klompe-s-oprugom-proizvod-11463/"
"KOF01_GREEN";"BIANCOMOLINA KLOMPE S OPRUGOM";"BIANCOMOLINA";"Žensko - Obuća - Anatomska obuća - Klompe";"44,99";"54,99";"36, 41";"zelena";"Dostupno";"https://woolf.hr/klompe-s-oprugom-proizvod-11464/"
"KOF01_C_GREEN";"BIANCOMOLINA KLOMPE S OPRUGOM";"BIANCOMOLINA";"Žensko - Obuća - Anatomska obuća - Klompe";"44,99";"54,99";"36";"zelena";"Dostupno";"https://woolf.hr/klompe-s-oprugom-proizvod-11465/"
"KOF01_1_GREEN";"BIANCOMOLINA KLOMPE S OPRUGOM";"BIANCOMOLINA";"Žensko - Obuća - Anatomska obuća - Klompe";"44,99";"54,99";"42";"zelena";"Dostupno";"https://woolf.hr/klompe-s-oprugom-proizvod-11466/"
"KOF01_Z_GREEN";"BIANCOMOLINA KLOMPE S OPRUGOM";"BIANCOMOLINA";"Žensko - Obuća - Anatomska obuća - Klompe";"44,99";"54,99";"37, 42";"zelena";"Dostupno";"https://woolf.hr/klompe-s-oprugom-proizvod-11468/"
"FF200_WHITE_P";"BIANCOMOLINA KLOMPE S OPRUGOM";"BIANCOMOLINA";"Žensko - Obuća - Anatomska obuća - Klompe";"51,99";"54,99";"36";"bijela";"Dostupno";"https://woolf.hr/klompe-s-oprugom-proizvod-11492/"
"KOF01_3RED";"BIANCOMOLINA KLOMPE S OPRUGOM";"BIANCOMOLINA";"Žensko - Obuća - Anatomska obuća - Klompe";"49,49";"54,99";"36";"crvena";"Dostupno";"https://woolf.hr/klompe-s-oprugom-proizvod-12302/"
"FF01_1_TERAKOTA";"BIANCOMOLINA KLOMPE S OPRUGOM";"BIANCOMOLINA";"Žensko - Obuća - Anatomska obuća - Klompe";"57,99";"62,99";"36";"smeda";"Dostupno";"https://woolf.hr/klompe-s-oprugom-proizvod-12394/"
"A200_GREEN_1C";"BIANCOMOLINA NATIKAČE S JASTUKOM";"BIANCOMOLINA";"Žensko - Obuća - Anatomska obuća - Klompe";"46,99";"54,99";"36";"zelena";"Dostupno";"https://woolf.hr/natikace-s-jastukom-proizvod-10292/"
"AA200_GOLD";"BIANCOMOLINA NATIKAČE S JASTUKOM";"BIANCOMOLINA";"Žensko - Obuća - Anatomska obuća - Klompe";"51,99";"56,99";"42";"zlatna";"Dostupno";"https://woolf.hr/natikace-s-jastukom-proizvod-12782/"
"AA200_WHITERWH";"BIANCOMOLINA NATIKAČE S JASTUKOM";"BIANCOMOLINA";"Žensko - Obuća - Anatomska obuća - Klompe";"56,99";"56,99";"40";"bijela";"Dostupno";"https://woolf.hr/natikace-s-jastukom-proizvod-12846/"
"AA200_GOLDWHT";"BIANCOMOLINA NATIKAČE S JASTUKOM";"BIANCOMOLINA";"Žensko - Obuća - Anatomska obuća - Klompe";"51,99";"56,99";"36, 37, 40";"zlatna";"Dostupno";"https://woolf.hr/natikace-s-jastukom-proizvod-12847/"
"AA200_PERLAWHITE";"BIANCOMOLINA NATIKAČE S JASTUKOM";"BIANCOMOLINA";"Žensko - Obuća - Anatomska obuća - Klompe";"51,29";"56,99";"36, 37, 41, 42";"pink";"Dostupno";"https://woolf.hr/natikace-s-jastukom-proizvod-12877/"
"PC_5002_BLACK";"BLU STAR ANATOMSKE KLOMPE";"BLU STAR";"Muško - Obuća - Anatomska obuća - Klompe";"13,49";"14,99";"42, 43, 44, 45, 46";"";"Dostupno";"https://woolf.hr/anatomske-klompe-proizvod-12640/"
"PC_5002_WHITE";"BLU STAR ANATOMSKE KLOMPE";"BLU STAR";"Muško - Obuća - Anatomska obuća - Klompe";"13,49";"14,99";"40, 41, 42, 43, 44, 45, 46";"bijela";"Dostupno";"https://woolf.hr/anatomske-klompe-proizvod-12641/"
"PC_4002_WHITE";"BLU STAR ANATOMSKE KLOMPE";"BLU STAR";"Žensko - Obuća - Anatomska obuća - Klompe";"13,49";"14,99";"36, 37, 38, 39, 40, 41";"bijela";"Dostupno";"https://woolf.hr/anatomske-klompe-proizvod-12642/"
"PC_4002_BLACK";"BLU STAR ANATOMSKE KLOMPE";"BLU STAR";"Žensko - Obuća - Anatomska obuća - Klompe";"13,49";"14,99";"36, 37, 38, 39, 40, 41";"crna";"Dostupno";"https://woolf.hr/anatomske-klompe-proizvod-12643/"
"EBU_PURPLE";"BONINO SVJETLEĆE TENISICE";"BONINO";"Dječje - Obuća - Tenisice";"19,99";"26,99";"27, 30";"ljubicasta]]><![CDATA[plava";"Dostupno";"https://woolf.hr/svjetlece-tenisice-proizvod-10752/"
"EBU_NAVY";"BONINO SVJETLEĆE TENISICE";"BONINO";"Dječje - Obuća - Tenisice";"19,99";"26,99";"30";"plava]]><![CDATA[zelena";"Dostupno";"https://woolf.hr/svjetlece-tenisice-proizvod-10831/"
"ENI_BLUE";"BONINO TENISICE";"BONINO";"Dječje - Obuća - Tenisice";"19,99";"24,99";"30, 32, 33";"bijela]]><![CDATA[plava";"Dostupno";"https://woolf.hr/tenisice-proizvod-10753/"
"WT023_600306";"CENTRALIN CARBON ULOŽAK";"CENTRALIN";"Žensko - Dodaci - Ulošci za cipele";"2,99";"2,99";"36-37";"crna]]><![CDATA[sareno";"Dostupno";"https://woolf.hr/carbon-ulozak-proizvod-9720/"
"WT023_600207";"CENTRALIN FROTIR ULOŽAK";"CENTRALIN";"Žensko - Dodaci - Ulošci za cipele";"2,99";"2,99";"36-37, 44-45";"bijela";"Dostupno";"https://woolf.hr/frotir-ulozak-proizvod-9725/"
"60107";"CENTRALIN KOŽNI ULOŽAK";"CENTRALIN";"Žensko - Dodaci - Ulošci za cipele";"5,09";"5,18";"40-41, 42-43, 44-45";"bez";"Dostupno";"https://woolf.hr/kozni-ulozak-proizvod-1807/"
"WT023_600542";"CENTRALIN ZIMSKI ULOŽAK";"CENTRALIN";"Muško - Muški dodaci - Ulošci za cipele";"2,99";"2,99";"46-47";"srebrna";"Dostupno";"https://woolf.hr/zimski-ulozak-proizvod-9711/"
"CHE241U303_01";"CHAMPION ČARAPE  3 pack";"CHAMPION";"Žensko - Odjeća - Čarape";"11,99";"11,99";"27-30, 31-33";"crna";"Dostupno";"https://woolf.hr/carape-3-pack-proizvod-11379/"
"CHE241U303_03";"CHAMPION ČARAPE  3 pack";"CHAMPION";"Žensko - Odjeća - Čarape";"11,99";"11,99";"27-30, 31-33, 34-36";"siva";"Dostupno";"https://woolf.hr/carape-3-pack-proizvod-11380/"
"CHE241U303_10";"CHAMPION ČARAPE  3 pack";"CHAMPION";"Žensko - Odjeća - Čarape";"11,99";"11,99";"27-30, 31-33, 34-36, 45-47";"bijela";"Dostupno";"https://woolf.hr/carape-3-pack-proizvod-11381/"
"CHE241U303_1X";"CHAMPION ČARAPE  3 pack";"CHAMPION";"Žensko - Odjeća - Čarape";"11,99";"11,99";"27-30, 31-33, 34-36, 45-47";"mix";"Dostupno";"https://woolf.hr/carape-3-pack-proizvod-11382/"
"CH133U01_02";"CHAMPION ČARAPE SNEAKER 3 pack";"CHAMPION";"Žensko - Odjeća - Čarape";"8,99";"8,99";"27-30";"crna";"Dostupno";"https://woolf.hr/carape-sneaker-3-pack-proizvod-2482/"
"CH133U03_02";"CHAMPION ČARAPE SNEAKER 3 pack";"CHAMPION";"Žensko - Odjeća - Čarape";"8,99";"8,99";"27-30";"crna";"Dostupno";"https://woolf.hr/carape-sneaker-3-pack-proizvod-2686/"
"CH133U03_04";"CHAMPION ČARAPE SNEAKER 3 pack";"CHAMPION";"Žensko - Odjeća - Čarape";"8,99";"8,99";"";"bijela]]><![CDATA[crna]]><![CDATA[siva";"Dostupno";"https://woolf.hr/carape-sneaker-3-pack-proizvod-3006/"
"CH133U03_03";"CHAMPION ČARAPE SNEAKER 3 pack";"CHAMPION";"Žensko - Odjeća - Čarape";"8,99";"8,99";"27-30";"siva";"Dostupno";"https://woolf.hr/carape-sneaker-3-pack-proizvod-6290/"
"CH133U01_04_MIX";"CHAMPION ČARAPE SNEAKER 3 pack";"CHAMPION";"Žensko - Odjeća - Čarape";"8,99";"8,99";"27-30";"bijela]]><![CDATA[crna]]><![CDATA[siva";"Dostupno";"https://woolf.hr/carape-sneaker-3-pack-proizvod-9652/"
"CH133U03_01_WHITE";"CHAMPION ČARAPE SNEAKER 3 pack";"CHAMPION";"Žensko - Odjeća - Čarape";"10,99";"10,99";"27-30";"bijela";"Dostupno";"https://woolf.hr/carape-sneaker-3-pack-proizvod-9653/"
"CH133U03_02_BLACK";"CHAMPION ČARAPE SNEAKER 3 pack";"CHAMPION";"Žensko - Odjeća - Čarape";"10,99";"10,99";"27-30";"crna";"Dostupno";"https://woolf.hr/carape-sneaker-3-pack-proizvod-9654/"
"CH133U03_03_GREY";"CHAMPION ČARAPE SNEAKER 3 pack";"CHAMPION";"Žensko - Odjeća - Čarape";"10,99";"10,99";"27-30, 31-33, 34-36";"siva";"Dostupno";"https://woolf.hr/carape-sneaker-3-pack-proizvod-9655/"
"CH133U03_04_MIX";"CHAMPION ČARAPE SNEAKER 3 pack";"CHAMPION";"Žensko - Odjeća - Čarape";"10,99";"10,99";"27-30, 31-33, 34-36, 45-47";"bijela]]><![CDATA[crna]]><![CDATA[siva";"Dostupno";"https://woolf.hr/carape-sneaker-3-pack-proizvod-9656/"
"CHE241F307_10";"CHAMPION ČARAPE SNEAKER 3 pack";"CHAMPION";"Žensko - Odjeća - Čarape";"9,99";"9,99";"27-30, 31-33";"bijela";"Dostupno";"https://woolf.hr/carape-sneaker-3-pack-proizvod-11372/"
"CHE241F307_1U";"CHAMPION ČARAPE SNEAKER 3 pack";"CHAMPION";"Žensko - Odjeća - Čarape";"9,99";"9,99";"27-30, 34-36";"mix";"Dostupno";"https://woolf.hr/carape-sneaker-3-pack-proizvod-11373/"
"CHE241F307_1X";"CHAMPION ČARAPE SNEAKER 3 pack";"CHAMPION";"Žensko - Odjeća - Čarape";"9,99";"9,99";"27-30, 31-33, 34-36";"mix";"Dostupno";"https://woolf.hr/carape-sneaker-3-pack-proizvod-11374/"
"CHE241U305_01";"CHAMPION ČARAPE SNEAKER 3 pack";"CHAMPION";"Žensko - Odjeća - Čarape";"9,99";"9,99";"27-30, 31-33";"crna";"Dostupno";"https://woolf.hr/carape-sneaker-3-pack-proizvod-11383/"
"CHE241U305_03";"CHAMPION ČARAPE SNEAKER 3 pack";"CHAMPION";"Žensko - Odjeća - Čarape";"9,99";"9,99";"27-30, 31-33, 34-36, 36-38, 45-47";"siva";"Dostupno";"https://woolf.hr/carape-sneaker-3-pack-proizvod-11384/"
"CHE241U305_10";"CHAMPION ČARAPE SNEAKER 3 pack";"CHAMPION";"Žensko - Odjeća - Čarape - Stopalice";"9,99";"9,99";"27-30, 31-33, 45-47";"bijela";"Dostupno";"https://woolf.hr/carape-sneaker-3-pack-proizvod-11385/"
"CHE241U305_1U";"CHAMPION ČARAPE SNEAKER 3 pack";"CHAMPION";"Žensko - Odjeća - Čarape";"10,99";"10,99";"27-30, 31-33, 34-36";"mix";"Dostupno";"https://woolf.hr/carape-sneaker-3-pack-proizvod-11386/"
"CHE241U301_01";"CHAMPION ČARAPE SUPERSNEAKER 3 pack";"CHAMPION";"Žensko - Odjeća - Čarape";"10,99";"10,99";"27-30";"crna";"Dostupno";"https://woolf.hr/carape-supersneaker-3-pack-proizvod-11375/"
"CHE241U301_03";"CHAMPION ČARAPE SUPERSNEAKER 3 pack";"CHAMPION";"Žensko - Odjeća - Čarape";"10,99";"10,99";"45-47";"siva";"Dostupno";"https://woolf.hr/carape-supersneaker-3-pack-proizvod-11376/"
"CHE241U301_10";"CHAMPION ČARAPE SUPERSNEAKER 3 pack";"CHAMPION";"Žensko - Odjeća - Čarape";"10,99";"10,99";"27-30, 31-33, 45-47";"bijela";"Dostupno";"https://woolf.hr/carape-supersneaker-3-pack-proizvod-11377/"
"CHE241U301_1X";"CHAMPION ČARAPE SUPERSNEAKER 3 pack";"CHAMPION";"Žensko - Odjeća - Čarape";"10,99";"10,99";"27-30, 31-33";"mix";"Dostupno";"https://woolf.hr/carape-supersneaker-3-pack-proizvod-11378/"
"CHF251B418_22";"CHAMPION NATIKAČE ARU";"CHAMPION";"Dječje - Obuća - Natikače";"14,99";"18,99";"28, 29";"plava";"Dostupno";"https://woolf.hr/natikace-aru-proizvod-11565/"
"S33385_SAR";"CHAMPION NATIKAČE BORELY";"CHAMPION";"Dječje - Obuća - Natikače";"14,99";"19,99";"28, 30, 32, 33";"sareno";"Dostupno";"https://woolf.hr/natikace-borely-proizvod-12860/"
"S22588_BLACK_RED";"CHAMPION NATIKAČE CRISTAL";"CHAMPION";"Muško - Obuća - Natikače";"17,99";"22,99";"40, 42, 45, 46";"crna";"Dostupno";"https://woolf.hr/natikace-cristal-proizvod-12858/"
"S22588_BLUE";"CHAMPION NATIKAČE CRISTAL";"CHAMPION";"Muško - Obuća - Natikače";"17,99";"22,99";"40, 41, 46";"plava";"Dostupno";"https://woolf.hr/natikace-cristal-proizvod-12859/"
"S11908_BLACK";"CHAMPION NATIKAČE KATY";"CHAMPION";"Žensko - Obuća - Natikače";"17,99";"19,99";"36, 37, 39, 40";"crna";"Dostupno";"https://woolf.hr/natikace-katy-proizvod-12855/"
"S11908_WHITE";"CHAMPION NATIKAČE KATY";"CHAMPION";"Žensko - Obuća - Natikače";"17,99";"19,99";"38, 40, 41";"bijela";"Dostupno";"https://woolf.hr/natikace-katy-proizvod-12856/"
"CHF241B403_06";"CHAMPION NATIKAČE ROBO";"CHAMPION";"Dječje - Obuća - Natikače";"12,99";"18,99";"32";"plava]]><![CDATA[zelena";"Dostupno";"https://woolf.hr/natikace-robo-proizvod-10248/"
"S11907_BLACKP";"CHAMPION NATIKAČE VICTORIA";"CHAMPION";"Žensko - Obuća - Natikače";"17,99";"19,99";"36, 37, 38, 39, 40, 41";"crna";"Dostupno";"https://woolf.hr/natikace-victoria-proizvod-12854/"
"S33390_PINK";"CHAMPION NATIKAČE VILMA";"CHAMPION";"Dječje - Obuća - Natikače";"14,99";"19,99";"34, 35, 36, 37, 38, 39";"pink";"Dostupno";"https://woolf.hr/natikace-vilma-proizvod-12861/"
"CHE243M101_01";"CHAMPION RUKSAK";"CHAMPION";"Žensko - Dodaci - Ruksaci";"34,99";"38,99";"";"crna";"Dostupno";"https://woolf.hr/ruksak-proizvod-11212/"
"S22158_ES007";"CHAMPION TENISICE ABERTO";"CHAMPION";"Muško - Obuća - Tenisice";"35,00";"59,99";"40";"siva";"Dostupno";"https://woolf.hr/tenisice-aberto-proizvod-8822/"
"S32801_WW001";"CHAMPION TENISICE ALEXIS";"CHAMPION";"Dječje - Obuća - Tenisice";"31,99";"35,99";"28, 29, 31, 32";"bijela";"Dostupno";"https://woolf.hr/tenisice-alexis-proizvod-9951/"
"S11880_KK001";"CHAMPION TENISICE ARIS";"CHAMPION";"Žensko - Obuća - Tenisice";"47,99";"52,99";"36, 37";"crna";"Dostupno";"https://woolf.hr/tenisice-aris-proizvod-12030/"
"S11880_RS520";"CHAMPION TENISICE ARIS";"CHAMPION";"Žensko - Obuća - Tenisice";"47,99";"52,99";"36, 41";"bordo";"Dostupno";"https://woolf.hr/tenisice-aris-proizvod-12031/"
"S11903_KK01";"CHAMPION TENISICE B RUN";"CHAMPION";"Žensko - Obuća - Tenisice";"43,92";"54,90";"36, 37, 38, 39, 40, 41";"crna";"Dostupno";"https://woolf.hr/tenisice-b-run-proizvod-12673/"
"S11903_MS009";"CHAMPION TENISICE B RUN";"CHAMPION";"Žensko - Obuća - Tenisice";"43,92";"54,90";"36, 37, 38, 39, 40, 41";"bez";"Dostupno";"https://woolf.hr/tenisice-b-run-proizvod-12674/"
"CHF251B109_61";"CHAMPION TENISICE BALTIC PS";"CHAMPION";"Dječje - Obuća - Tenisice";"29,99";"44,99";"33";"zelena";"Dostupno";"https://woolf.hr/tenisice-baltic-ps-proizvod-11308/"
"S11537_WW002";"CHAMPION TENISICE BONNY";"CHAMPION";"Žensko - Obuća - Tenisice";"38,00";"49,99";"37, 40";"bijela";"Dostupno";"https://woolf.hr/tenisice-bonny-proizvod-9788/"
"S22548_ES001";"CHAMPION TENISICE BORG";"CHAMPION";"Muško - Obuća - Tenisice";"48,00";"65,99";"41, 46";"siva";"Dostupno";"https://woolf.hr/tenisice-borg-proizvod-12034/"
"CHF251F110_11";"CHAMPION TENISICE CANNA";"CHAMPION";"Žensko - Obuća - Tenisice";"48,00";"62,99";"41";"bijela";"Dostupno";"https://woolf.hr/tenisice-canna-proizvod-11305/"
"S11634_KK001";"CHAMPION TENISICE CROL";"CHAMPION";"Žensko - Obuća - Tenisice";"41,99";"54,99";"38";"bijela";"Dostupno";"https://woolf.hr/tenisice-crol-proizvod-8806/"
"S22162_KK001";"CHAMPION TENISICE CROL";"CHAMPION";"Muško - Obuća - Tenisice";"38,00";"51,99";"40, 41, 46";"bijela";"Dostupno";"https://woolf.hr/tenisice-crol-proizvod-8808/"
"S22162_MS034";"CHAMPION TENISICE CROL";"CHAMPION";"Muško - Obuća - Tenisice";"38,00";"51,99";"40, 45, 46";"crna]]><![CDATA[smeda";"Dostupno";"https://woolf.hr/tenisice-crol-proizvod-8809/"
"CHF241G125_08_WHITE";"CHAMPION TENISICE DORI";"CHAMPION";"Dječje - Obuća - Tenisice";"31,99";"41,99";"27";"bijela";"Dostupno";"https://woolf.hr/tenisice-dori-proizvod-12026/"
"S21840_ES010";"CHAMPION TENISICE FILL";"CHAMPION";"Muško - Obuća - Tenisice";"35,00";"52,96";"40";"siva";"Dostupno";"https://woolf.hr/tenisice-fill-proizvod-8064/"
"CHF241B125_10_WHITE";"CHAMPION TENISICE FINN";"CHAMPION";"Dječje - Obuća - Tenisice";"29,99";"39,99";"27";"bijela";"Dostupno";"https://woolf.hr/tenisice-finn-proizvod-12025/"
"S22584_KK001";"CHAMPION TENISICE FUZE";"CHAMPION";"Muško - Obuća - Tenisice";"33,29";"36,99";"40, 44";"crna";"Dostupno";"https://woolf.hr/tenisice-fuze-proizvod-12675/"
"CHF241G151_10";"CHAMPION TENISICE GOMMA PS";"CHAMPION";"Dječje - Obuća - Tenisice";"28,99";"39,99";"35";"bijela";"Dostupno";"https://woolf.hr/tenisice-gomma-ps-proizvod-11309/"
"S22553_KK001";"CHAMPION TENISICE HANOY";"CHAMPION";"Muško - Obuća - Tenisice";"39,00";"56,99";"40";"crna";"Dostupno";"https://woolf.hr/tenisice-hanoy-proizvod-12038/"
"S22155_MS023";"CHAMPION TENISICE JODEN";"CHAMPION";"Muško - Obuća - Tenisice";"46,99";"51,99";"40, 46";"bijela]]><![CDATA[smeda";"Dostupno";"https://woolf.hr/tenisice-joden-proizvod-8811/"
"S31093_KK001_BLACK";"CHAMPION TENISICE LARRY";"CHAMPION";"Dječje - Obuća - Tenisice";"29,99";"44,99";"29";"crna";"Dostupno";"https://woolf.hr/tenisice-larry-proizvod-1993/"
"S22551_GS518";"CHAMPION TENISICE MAKS";"CHAMPION";"Muško - Obuća - Gležnjače";"51,99";"64,99";"40";"smeda";"Dostupno";"https://woolf.hr/tenisice-maks-proizvod-12036/"
"S22551_KK001";"CHAMPION TENISICE MAKS";"CHAMPION";"Muško - Obuća - Gležnjače";"51,99";"64,99";"46";"crna";"Dostupno";"https://woolf.hr/tenisice-maks-proizvod-12037/"
"S22159_GS517";"CHAMPION TENISICE NOEN";"CHAMPION";"Muško - Obuća - Tenisice";"47,50";"52,99";"40";"zelena";"Dostupno";"https://woolf.hr/tenisice-noen-proizvod-8821/"
"CHF251G105_01";"CHAMPION TENISICE PANDA TD";"CHAMPION";"Dječje - Obuća - Tenisice";"29,99";"37,99";"27";"crna";"Dostupno";"https://woolf.hr/tenisice-panda-td-proizvod-11306/"
"CHF251M117_30";"CHAMPION TENISICE REYLI";"CHAMPION";"Muško - Obuća - Tenisice";"39,99";"55,99";"46";"siva";"Dostupno";"https://woolf.hr/tenisice-reyli-proizvod-11388/"
"CHF251M117_02";"CHAMPION TENISICE REYLI";"CHAMPION";"Muško - Obuća - Tenisice";"39,90";"59,99";"40";"plava";"Dostupno";"https://woolf.hr/tenisice-reyli-proizvod-12028/"
"CHF251F105_01_BLACK";"CHAMPION TENISICE RODONA";"CHAMPION";"Žensko - Obuća - Tenisice";"39,00";"59,99";"36, 37";"crna";"Dostupno";"https://woolf.hr/tenisice-rodona-proizvod-12027/"
"S11879_KK001";"CHAMPION TENISICE RODONA";"CHAMPION";"Žensko - Obuća - Tenisice";"45,00";"59,99";"41";"crna";"Dostupno";"https://woolf.hr/tenisice-rodona-proizvod-12029/"
"CHF241B150_02";"CHAMPION TENISICE SANO";"CHAMPION";"Dječje - Obuća - Tenisice";"28,90";"35,99";"28, 29, 30";"crvena]]><![CDATA[plava";"Dostupno";"https://woolf.hr/tenisice-sano-proizvod-10156/"
"CHF251F120_06";"CHAMPION TENISICE SPHERA";"CHAMPION";"Žensko - Obuća - Tenisice";"39,00";"58,99";"41";"zelena";"Dostupno";"https://woolf.hr/tenisice-sphera-proizvod-11303/"
"CHF251F120_10";"CHAMPION TENISICE SPHERA";"CHAMPION";"Žensko - Obuća - Tenisice";"45,00";"58,99";"39, 40, 41";"bijela";"Dostupno";"https://woolf.hr/tenisice-sphera-proizvod-11311/"
"CHF241M100_01";"CHAMPION TENISICE STELAR";"CHAMPION";"Muško - Obuća - Tenisice";"36,99";"51,99";"40, 42";"crna";"Dostupno";"https://woolf.hr/tenisice-stelar-proizvod-11301/"
"CHF261M111_02";"CHAMPION TENISICE TORRENS";"CHAMPION";"Muško - Obuća - Tenisice";"43,92";"54,90";"41";"plava";"Dostupno";"https://woolf.hr/tenisice-torrens-proizvod-12672/"
"CHE251M102_01";"CHAMPION TORBA ONEBASIC SMALL";"CHAMPION";"Žensko - Dodaci - Torbe - Torbice";"14,99";"16,99";"";"crna";"Dostupno";"https://woolf.hr/torba-onebasic-small-proizvod-11705/"
